Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Quadro Partido/Cargo
UF (PB) - Partido (TODOS) - Cargo (TODOS)
29/03/2009 - 00:33:24  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

UF,Município,Partido,Cargo,(E) Total de Eleitos,Votos de Legenda,Votos Nominais,(VT)Total de Votos,(VC) Votos Válidos,% (VT/VC)
"PB","LUCENA","PAN","Vereador","0","0","0","0","6.700","0.000",
"PB","MAE D AGUA","PAN","Vereador","0","0","0","0","2.591","0.000",
"PB","MALTA","PAN","Vereador","0","0","0","0","3.812","0.000",
"PB","MAMANGUAPE","PAN","Vereador","0","6","121","127","21.186","0.599",
"PB","MANAIRA","PAN","Vereador","0","0","0","0","5.800","0.000",
"PB","MARCACAO","PAN","Vereador","0","0","0","0","3.587","0.000",
"PB","MARI","PAN","Vereador","0","0","0","0","11.520","0.000",
"PB","MARIZOPOLIS","PAN","Vereador","0","0","0","0","4.159","0.000",
"PB","MASSARANDUBA","PAN","Vereador","0","0","0","0","7.101","0.000",
"PB","MATARACA","PAN","Vereador","0","0","0","0","4.404","0.000",
"PB","MATINHAS","PAN","Vereador","0","0","0","0","2.632","0.000",
"PB","MATO GROSSO","PAN","Vereador","0","0","0","0","1.770","0.000",
"PB","MATUREIA","PAN","Vereador","0","0","0","0","3.230","0.000",
"PB","MOGEIRO","PAN","Vereador","0","0","0","0","6.545","0.000",
"PB","MONTADAS","PAN","Vereador","0","0","0","0","2.624","0.000",
"PB","MONTE HOREBE","PAN","Vereador","0","0","0","0","2.717","0.000",
"PB","MONTEIRO","PAN","Vereador","0","0","0","0","17.721","0.000",
"PB","MULUNGU","PAN","Vereador","0","0","0","0","6.644","0.000",
"PB","NATUBA","PAN","Vereador","0","0","0","0","5.033","0.000",
"PB","NAZAREZINHO","PAN","Vereador","0","0","0","0","4.897","0.000",
"PB","AMPARO","PAN","Prefeito","0","0","0","0","1.539","0.000",
"PB","APARECIDA","PAN","Prefeito","0","0","0","0","4.568","0.000",
"PB","ARACAGI","PAN","Prefeito","0","0","0","0","9.571","0.000",
"PB","ARARA","PAN","Prefeito","0","0","0","0","6.117","0.000",
"PB","ARARUNA","PAN","Prefeito","0","0","0","0","9.554","0.000",
"PB","AREIA","PAN","Prefeito","0","0","0","0","13.313","0.000",
"PB","AREIA DE BARAUNAS","PAN","Prefeito","0","0","0","0","1.307","0.000",
"PB","AREIAL","PAN","Prefeito","0","0","0","0","3.802","0.000",
"PB","AROEIRAS","PAN","Prefeito","0","0","0","0","10.717","0.000",
"PB","ASSUNCAO","PAN","Prefeito","0","0","0","0","2.261","0.000",
"PB","BAIA DA TRAICAO","PAN","Prefeito","0","0","0","0","3.809","0.000",
"PB","BANANEIRAS","PAN","Prefeito","0","0","0","0","12.171","0.000",
"PB","BARRA DE SANTA ROSA","PAN","Prefeito","0","0","0","0","7.567","0.000",
"PB","BARRA DE SANTANA","PAN","Prefeito","0","0","0","0","5.001","0.000",
"PB","BARRA DE SAO MIGUEL","PAN","Prefeito","0","0","0","0","3.843","0.000",
"PB","BAYEUX","PAN","Prefeito","0","0","0","0","52.892","0.000",
"PB","BELEM","PAN","Prefeito","0","0","0","0","9.171","0.000",
"PB","BELEM DO BREJO DO CRUZ","PAN","Prefeito","0","0","0","0","4.258","0.000",
"PB","BERNARDINO BATISTA","PAN","Prefeito","0","0","0","0","1.696","0.000",
"PB","BOA VENTURA","PAN","Prefeito","0","0","0","0","3.556","0.000",
"PB","BOA VISTA","PAN","Prefeito","0","0","0","0","3.943","0.000",
"PB","BOM JESUS","PAN","Prefeito","0","0","0","0","1.841","0.000",
"PB","BOM SUCESSO","PAN","Prefeito","0","0","0","0","3.716","0.000",
"PB","BONITO DE SANTA FE","PAN","Prefeito","0","0","0","0","5.291","0.000",
"PB","BOQUEIRAO","PAN","Prefeito","0","0","0","0","10.394","0.000",
"PB","BORBOREMA","PAN","Prefeito","0","0","0","0","2.807","0.000",
"PB","BREJO DO CRUZ","PAN","Prefeito","0","0","0","0","7.825","0.000",
"PB","BREJO DOS SANTOS","PAN","Prefeito","0","0","0","0","4.206","0.000",
"PB","CAAPORA","PAN","Prefeito","0","0","0","0","11.652","0.000",
"PB","CABACEIRAS","PAN","Prefeito","0","0","0","0","3.327","0.000",
"PB","CABEDELO","PAN","Prefeito","0","0","0","0","26.237","0.000",
"PB","CACHOEIRA DOS INDIOS","PAN","Prefeito","0","0","0","0","5.440","0.000",
"PB","CACIMBA DE AREIA","PAN","Prefeito","0","0","0","0","2.232","0.000",
"PB","CACIMBA DE DENTRO","PAN","Prefeito","0","0","0","0","10.027","0.000",
"PB","CACIMBAS","PAN","Prefeito","0","0","0","0","3.468","0.000",
"PB","CAICARA","PAN","Prefeito","0","0","0","0","4.523","0.000",
"PB","CAJAZEIRAS","PAN","Prefeito","0","0","0","0","30.078","0.000",
"PB","CAJAZEIRINHAS","PAN","Prefeito","0","0","0","0","2.895","0.000",
"PB","CALDAS BRANDAO","PAN","Prefeito","0","0","0","0","3.342","0.000",
"PB","CAMALAU","PAN","Prefeito","0","0","0","0","3.542","0.000",
"PB","CAMPINA GRANDE","PAN","Prefeito","0","0","0","0","196.212","0.000",
"PB","CAMPO DE SANTANA","PAN","Prefeito","0","0","0","0","5.559","0.000",
"PB","CAPIM","PAN","Prefeito","0","0","0","0","2.874","0.000",
"PB","CARAUBAS","PAN","Prefeito","0","0","0","0","2.581","0.000",
"PB","CARRAPATEIRA","PAN","Prefeito","0","0","0","0","1.583","0.000",
"PB","CASSERENGUE","PAN","Prefeito","0","0","0","0","3.891","0.000",
"PB","CATINGUEIRA","PAN","Prefeito","0","0","0","0","3.300","0.000",
"PB","CATOLE DO ROCHA","PAN","Prefeito","0","0","0","0","16.110","0.000",
"PB","CATURITE","PAN","Prefeito","0","0","0","0","2.842","0.000",
"PB","CONCEICAO","PAN","Prefeito","0","0","0","0","10.002","0.000",
"PB","CONDADO","PAN","Prefeito","0","0","0","0","4.427","0.000",
"PB","CONDE","PAN","Prefeito","0","0","0","0","7.569","0.000",
"PB","CONGO","PAN","Prefeito","0","0","0","0","3.264","0.000",
"PB","COREMAS","PAN","Prefeito","0","0","0","0","8.751","0.000",
"PB","COXIXOLA","PAN","Prefeito","0","0","0","0","1.149","0.000",
"PB","CRUZ DO ESPIRITO SANTO","PAN","Prefeito","0","0","0","0","9.624","0.000",
"PB","CUBATI","PAN","Prefeito","0","0","0","0","4.449","0.000",
"PB","CUITE","PAN","Prefeito","0","0","0","0","11.126","0.000",
"PB","CUITE DE MAMANGUAPE","PAN","Prefeito","0","0","0","0","3.735","0.000",
"PB","CUITEGI","PAN","Prefeito","0","0","0","0","3.945","0.000",
"PB","CURRAL DE CIMA","PAN","Prefeito","0","0","0","0","3.321","0.000",
"PB","CURRAL VELHO","PAN","Prefeito","0","0","0","0","1.565","0.000",
"PB","DAMIAO","PAN","Prefeito","0","0","0","0","2.724","0.000",
"PB","DESTERRO","PAN","Prefeito","0","0","0","0","4.818","0.000",
"PB","RIACHAO","PAN","Prefeito","0","0","0","0","1.961","0.000",
"PB","RIACHAO DO BACAMARTE","PAN","Prefeito","0","0","0","0","2.631","0.000",
"PB","RIACHAO DO POCO","PAN","Prefeito","0","0","0","0","2.754","0.000",
"PB","RIACHO DE SANTO ANTONIO","PAN","Prefeito","0","0","0","0","1.227","0.000",
"PB","RIACHO DOS CAVALOS","PAN","Prefeito","0","0","0","0","5.687","0.000",
"PB","RIO TINTO","PAN","Prefeito","0","0","0","0","12.638","0.000",
"PB","SALGADINHO","PAN","Prefeito","0","0","0","0","2.002","0.000",
"PB","SALGADO DE SAO FELIX","PAN","Prefeito","0","0","0","0","6.645","0.000",
"PB","SANTA CRUZ","PAN","Prefeito","0","0","0","0","4.527","0.000",
"PB","SANTA HELENA","PAN","Prefeito","0","0","0","0","3.824","0.000",
"PB","SANTA INES","PAN","Prefeito","0","0","0","0","2.579","0.000",
"PB","SANTA LUZIA","PAN","Prefeito","0","0","0","0","8.843","0.000",
