Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Resultado da Eleição
UF (ACRE) - Município (TODOS) - Cargo (TODOS) - Situação (TODAS) - Partido (TODOS)
26/04/2009 - 14:07:16  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
"Vereador","AC","ASSIS BRASIL","PPS","23000","ALOÍSIO REBOUÇAS DE MELO","50","Suplente","1.611","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PT","13608","ANA MARIA CUNHA DO NASCIMENTO FIGUEIREDO","184","Eleito","5.930","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PMDB","15000","ANTONIA LENIR VELOZO DE SOUZA","27","Suplente","0.870","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PL","22010","ANTONIO CAMELO DE CASTRO","152","Eleito","4.898","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PT","13622","ANTONIO GERONIMO MANCHINERI","143","Suplente","4.608","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PFL","25610","ANTONIO RIBEIRO CAVALCANTE","178","Eleito","5.736","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PT","13699","EDUARDO PADILHA DA SILVA FILHO","124","Suplente","3.996","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PT","13633","EUNICIO PEREIRA LIMA","144","Eleito","4.641","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PFL","25601","EVERALDO FREIRE FERNANDES","33","Suplente","1.063","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PFL","25622","FRANCISCO ALVES DA SILVA","59","Suplente","1.901","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PT","13613","FRANCISCO CHAGAS MACIEL DO NASCIMENTO","35","Suplente","1.128","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PSB","40200","FRANCISCO CHAGAS SOUZA PEREIRA","114","Suplente","3.674","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PPS","23001","FRANCISCO JULIO DE LIMA","14","Suplente","0.451","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PFL","25625","GENILSON BEZERRA","144","Eleito","4.641","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PT","13611","IVONETE FEITOSA DA SILVA","72","Suplente","2.320","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PT","13623","JOÃO BATISTA DOS SANTOS","127","Suplente","4.093","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PFL","25555","JOÃO BATISTA LOPES NETO","60","Suplente","1.934","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PL","22002","JORGE SAADY","49","Suplente","1.579","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PFL","25789","JOSÉ AUGUSTINHO DOS SANTOS","8","Suplente","0.258","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PSB","40222","JOSÉ LUIZ DA SILVA","31","Suplente","0.999","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PT","13604","JOSEMAR CONEGUNDES DE ARAÚJO","94","Suplente","3.029","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PT","13609","LEONCIO GOMES GONÇALVES","150","Eleito","4.834","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PT","13606","LUCINEIDE MARIA DE ARAÚJO","190","Eleito","6.123","PT / PSB / PC do B",
"Vereador","AC","ASSIS BRASIL","PMDB","15215","LUIZETE SILVA E SILVA","47","Suplente","1.515","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PMDB","15155","MARIA ALICE MOREIRA DE FARIAS","110","Eleito por Média","3.545","PMDB / PL / PPS / PFL",
"Vereador","AC","ASSIS BRASIL","PFL","25125","MARIA BARBOSA DE SOUZA","23","Suplente","0.741","PMDB / PL / PPS / PFL",
"Vereador","AC","SENA MADUREIRA","PFL","25333","PAULO SOARES DA SILVA","95","Suplente","0.652","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PMN","33333","RAILTON RAMOS DA SILVA","347","Suplente","2.382","PT / PMN",
"Vereador","AC","SENA MADUREIRA","PT","13456","RAIMUNDO DO NASCIMENTO","626","Eleito","4.298","PT / PMN",
"Vereador","AC","SENA MADUREIRA","PSDC","27000","RAIMUNDO FREIRE DA SILVA","194","Não eleito","1.332","PSDC / PV / PC do B",
"Vereador","AC","SENA MADUREIRA","PSDC","27222","RAIMUNDO LEONARDO FERNANDES DE ALMEIDA","20","Não eleito","0.137","PSDC / PV / PC do B",
"Vereador","AC","SENA MADUREIRA","PPS","23444","RAIMUNDO NONATO FRANCALINO","73","Suplente","0.501","PMDB / PL / PPS",
"Vereador","AC","SENA MADUREIRA","PC do B","65222","SALIM CHAOUKI CHAOUK","28","Não eleito","0.192","PSDC / PV / PC do B",
"Vereador","AC","SENA MADUREIRA","PP","11111","SEBASTIÃO FERREIRA PAIVA","226","Não eleito","1.552","(sem coligação)",
"Vereador","AC","SENA MADUREIRA","PPS","23333","TADEU BEZERRA DE MATOS","20","Suplente","0.137","PMDB / PL / PPS",
"Vereador","AC","SENADOR GUIOMARD","PPS","23456","ADÃO LEITE MARTINS","348","Eleito","3.435","(sem coligação)",
"Vereador","AC","SENADOR GUIOMARD","PPS","23669","AILTON PEREIRA DA SILVA","467","Eleito","4.610","(sem coligação)",
"Vereador","AC","SENADOR GUIOMARD","PC do B","65600","ALBERTO GOMES DO NASCIMENTO","28","Suplente","0.276","(sem coligação)",
"Vereador","AC","SENADOR GUIOMARD","PT","13613","ALCY DE OLIVEIRA BRITO","417","Eleito","4.116","PT / PTB",
"Vereador","AC","SENADOR GUIOMARD","PMDB","15000","ALEXANDRE CASTRO NUNES","32","Suplente","0.316","PMDB / PFL",
"Vereador","AC","SENADOR GUIOMARD","PP","11456","ANDERSON ROGÉRIO CLÁUDIO","0","Não eleito","0.000","PP / PSL",
"Vereador","AC","SENADOR GUIOMARD","PT","13654","ANGELINA PEREIRA CARVALHO","97","Suplente","0.958","PT / PTB",
"Vereador","AC","SENADOR GUIOMARD","PL","22345","ANTONIA NERIS FERREIRA DA SILVA","106","Não eleito","1.046","(sem coligação)",
"Vereador","AC","SENADOR GUIOMARD","PL","22123","ANTONIO DE ARAÚJO CESAR","42","Não eleito","0.415","(sem coligação)",
