Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Resultado da Eleição
UF (SANTA CATARINA) - Município (TODOS) - Cargo (TODOS) - Situação (TODAS) - Partido (TODOS)
26/04/2009 - 14:03:29  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
"Vereador","SC","BRUSQUE","PT","13505","RAFAEL NASCIMENTO VARGAS","206","Não eleito","0.385","(sem coligação)",
"Vereador","SC","BRUSQUE","PFL","25999","RENATO JOSE LUNGEN","340","Suplente","0.635","PFL / PRTB",
"Vereador","SC","BRUSQUE","PMDB","15678","RICARDO JOSE DE SOUZA","421","Não eleito","0.786","(sem coligação)",
"Vereador","SC","BRUSQUE","PSL","17999","ROBERTO JOSE LIDIO","760","Suplente","1.419","PSL / PV",
"Vereador","SC","BRUSQUE","PDT","12000","ROBSON MACHADO","893","Suplente","1.667","PDT / PMN",
"Vereador","SC","BRUSQUE","PFL","25614","ROGERIO DOS SANTOS","1,160","Suplente","2.166","PFL / PRTB",
"Vereador","SC","BRUSQUE","PSDB","45222","ROSA MARIA TESSER","181","Não eleito","0.338","PP / PL / PSDB",
"Vereador","SC","BRUSQUE","PFL","25777","ROSANGELA VISCONTI RISTOW","1,000","Suplente","1.867","PFL / PRTB",
"Vereador","SC","BRUSQUE","PSDB","45678","ROSELIS BRANDT PEIXER","82","Não eleito","0.153","PP / PL / PSDB",
"Vereador","SC","BRUSQUE","PSDB","45000","SALETE ELLER DE SOUZA","248","Não eleito","0.463","PP / PL / PSDB",
"Vereador","SC","BRUSQUE","PDT","12225","SANDRA LÚCIA FRITZEN","850","Suplente","1.587","PDT / PMN",
"Vereador","SC","BRUSQUE","PSL","17456","SERGIO DIETRICH","604","Suplente","1.128","PSL / PV",
"Vereador","SC","BRUSQUE","PSDB","45455","TACIANO LISSANDRO ALVES","105","Não eleito","0.196","PP / PL / PSDB",
"Vereador","SC","BRUSQUE","PMN","33033","TERACY MALIN OGINO","31","Suplente","0.058","PDT / PMN",
"Vereador","SC","CANOINHAS","PP","11620","TARCISO RIBEIRO DE LIMA","959","Eleito por Média","3.093","(sem coligação)",
"Vereador","SC","CANOINHAS","PFL","25888","VADECO COCHEN","545","Suplente","1.758","(sem coligação)",
"Vereador","SC","CANOINHAS","PRP","44100","VAGNER MARCOLIN TRAUTWEIN","913","Eleito","2.945","PL / PRP / PSDB",
"Vereador","SC","CANOINHAS","PMDB","15789","WILSON PEREIRA","1,204","Eleito","3.884","PMDB / PSB",
"Vereador","SC","CAPAO ALTO","PMDB","15615","ALUISIO BERTONI CORREA","7","Não eleito","0.307","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PMDB","15025","AMILTON JOSE RIBEIRO","43","Não eleito","1.885","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PTB","14364","ANTONIO ANTUNES DE JESUS","26","Suplente","1.140","PTB / PSDB / PPS",
"Vereador","SC","CAPAO ALTO","PMDB","15612","ANTONIO MATOS VIEIRA","29","Não eleito","1.271","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PTB","14123","ATALIBA BRANCO","99","Eleito","4.340","PTB / PSDB / PPS",
"Vereador","SC","CAPAO ALTO","PPS","23178","CLAUCIO ARISTIDES FREITAS RIBEIRO","6","Suplente","0.263","PTB / PSDB / PPS",
"Vereador","SC","CAPAO ALTO","PFL","25114","CLAUDIO DE SOUZA CORREA","96","Suplente","4.209","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PP","11620","EDSON LIMA DE SOUZA","58","Suplente","2.543","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PP","11660","ERNANI OTAVIO MACHADO","109","Eleito","4.779","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PMDB","15610","FERNANDA APARECIDA MORAES","24","Não eleito","1.052","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PTB","14610","FRANCISCO DE ASSIS MEDEIROS","12","Suplente","0.526","PTB / PSDB / PPS",
"Vereador","SC","CAPAO ALTO","PMDB","15611","HERNEGILDO BENTO DA SILVA","9","Não eleito","0.395","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PP","11633","HILTON NEVES VARELA","95","Eleito","4.165","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PFL","25611","HUGO DE FREITAS RAMOS","39","Suplente","1.710","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PP","11601","JOÃO EDEIR CESAR DE OLIVEIRA","84","Suplente","3.683","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PSDB","45611","JOÃO JACI VIEIRA VARELA","21","Suplente","0.921","PTB / PSDB / PPS",
"Vereador","SC","CAPAO ALTO","PFL","25500","JOÃO VIEIRA JÚNIOR","103","Suplente","4.516","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PTB","14456","JORDELINO RIBEIRO DA SILVA","40","Suplente","1.754","PTB / PSDB / PPS",
"Vereador","SC","CAPAO ALTO","PFL","25177","JOSE IVANIR BRANCO DA SILVA","111","Eleito por Média","4.866","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PP","11611","JOSE RENATO VIEIRA MORTARI","55","Suplente","2.411","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PFL","25555","LOURDINO PEREIRA DE JESUS","31","Suplente","1.359","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PMDB","15630","LOURENÇO ADAIR PEREIRA","25","Não eleito","1.096","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PFL","25777","LUIS FERNANDO LISBOA REIS","59","Suplente","2.587","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PMDB","15620","LUIZ CARLOS DA SILVA RODRIGUES","7","Não eleito","0.307","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PTB","14307","MARIA ROSENEI DO AMARAL SANTOS","17","Suplente","0.745","PTB / PSDB / PPS",
"Vereador","SC","CAPAO ALTO","PFL","25610","MARINO MADRUGA DOS SANTOS","118","Eleito","5.173","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PP","11666","NAILOR MOREIRA DAMASCENO","85","Eleito por Média","3.726","(sem coligação)",
"Vereador","SC","CAPAO ALTO","PPS","23456","ORONDES AGOSTINHO DAMASCO","82","Suplente","3.595","PTB / PSDB / PPS",
"Vereador","SC","CAPAO ALTO","PPS","23555","PAULO ANTONIO CHAVES LINS","117","Eleito","5.129","PTB / PSDB / PPS",
