Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Resultado da Eleição
UF (RIO GRANDE DO NORTE) - Município (TODOS) - Cargo (TODOS) - Situação (TODAS) - Partido (TODOS)
26/04/2009 - 14:01:09  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
"Vereador","RN","CAMPO GRANDE","PPS","23123","JOSEANY MARIA PIMENTA","50","Suplente","0.761","PDT / PL / PPS / PFL / PAN / PSB / PSDB",
"Vereador","RN","CAMPO GRANDE","PPS","23678","MARCIA MEDEIROS SALDANHA FERNANDES","36","Suplente","0.548","PDT / PL / PPS / PFL / PAN / PSB / PSDB",
"Vereador","RN","CURRAIS NOVOS","PV","43111","JOSÉ MOACI LOPES DE LUCENA","227","Suplente","0.915","PMDB / PV",
"Vereador","RN","CURRAIS NOVOS","PV","43321","JOSÉ OSMARI DE ANDRADE","221","Suplente","0.891","PMDB / PV",
"Vereador","RN","CURRAIS NOVOS","PFL","25190","JOSE RAMOS DE OLIVEIRA FILHO","142","Suplente","0.573","PFL / PHS",
"Vereador","RN","CURRAIS NOVOS","PFL","25123","JOSÉ SIDERLEI DE MENEZES","275","Suplente","1.109","PFL / PHS",
"Vereador","RN","CURRAIS NOVOS","PSDB","45611","JOSÉ TARGINO DANTAS","685","Eleito","2.762","PTB / PSDB",
"Vereador","RN","CURRAIS NOVOS","PHS","31222","JOSÉ WILSON BEZERRA SOBRINHO","105","Suplente","0.423","PFL / PHS",
"Vereador","RN","CURRAIS NOVOS","PSB","40777","JOSEFA ALVES DOS SANTOS","90","Suplente","0.363","(sem coligação)",
"Vereador","RN","CURRAIS NOVOS","PSB","40410","LÚCIA JEANE ALEMIDA CAVALCANTE","74","Suplente","0.298","(sem coligação)",
"Vereador","RN","CURRAIS NOVOS","PT","13333","LUIS SERGIO VENANCIO DA SILVA","22","Suplente","0.089","PT / PL",
"Vereador","RN","CURRAIS NOVOS","PSB","40567","LUIZ FERNANDES","75","Suplente","0.302","(sem coligação)",
"Vereador","RN","CURRAIS NOVOS","PFL","25222","MARIA APARECIDA ALVES OTHON","620","Suplente","2.500","PFL / PHS",
"Vereador","RN","CURRAIS NOVOS","PSDB","45225","MARIA DA CONCEIÇÃO DA SILVA","35","Suplente","0.141","PTB / PSDB",
"Vereador","RN","CURRAIS NOVOS","PMDB","15777","MARIA DAS DORES DO NASCIMENTO","50","Suplente","0.202","PMDB / PV",
"Vereador","RN","CURRAIS NOVOS","PT","13690","MARIA DAS VITÓRIAS NUNES DA SILVA","0","Suplente","0.000","PT / PL",
"Vereador","RN","CURRAIS NOVOS","PMDB","15444","MARIA DE LOURDES PEREIRA","77","Suplente","0.311","PMDB / PV",
"Vereador","RN","CURRAIS NOVOS","PDT","12000","MARINALDO FRANCISCO GABRIEL SOARES","899","Eleito por Média","3.625","PDT / PC do B",
"Vereador","RN","CURRAIS NOVOS","PT","13123","MÁRIO LORENÇO DE MEDEIROS","456","Suplente","1.839","PT / PL",
"Vereador","RN","CURRAIS NOVOS","PDT","12777","MARIO NEVES BEDOYA","15","Suplente","0.060","PDT / PC do B",
"Vereador","RN","CURRAIS NOVOS","PSB","40123","NAILZON FRANCISCO BRANDÃO DE ALBUQUERQUE","925","Eleito por Média","3.730","(sem coligação)",
"Vereador","RN","CURRAIS NOVOS","PT","13222","ODON OLIVEIRA DE SOUZA JÚNIOR","326","Suplente","1.315","PT / PL",
"Vereador","RN","CURRAIS NOVOS","PC do B","65333","OSMAR SILVA DE ARAUJO","33","Suplente","0.133","PDT / PC do B",
"Vereador","RN","CURRAIS NOVOS","PHS","31333","PATRICIA RAYANE DE ARAÚJO DANTAS","69","Suplente","0.278","PFL / PHS",
"Vereador","RN","CURRAIS NOVOS","PSB","40614","PAULO ROBERTO DE ARAÚJO","271","Suplente","1.093","(sem coligação)",
