Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Resultado da Eleição
UF (PIAUI) - Município (TODOS) - Cargo (TODOS) - Situação (TODAS) - Partido (TODOS)
26/04/2009 - 13:58:35  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
"Vereador","PI","ANGICAL DO PIAUI","PTC","36666","MARIA DO CARMO RIBEIRO SOARES DE ALENCAR","35","Suplente","0.707","PDT / PSL / PL / PMN / PTC / PSB / PV",
"Vereador","PI","ANGICAL DO PIAUI","PDT","12369","MARIA LÚCIA BARBOSA","65","Suplente","1.313","PDT / PSL / PL / PMN / PTC / PSB / PV",
"Vereador","PI","ANGICAL DO PIAUI","PL","22222","MARIA NETA DE SOUZA SANTOS NUNES","308","Eleito","6.222","PDT / PSL / PL / PMN / PTC / PSB / PV",
"Vereador","PI","ANGICAL DO PIAUI","PSC","20222","MARIANO VIANA FILHO","31","Não eleito","0.626","PT / PSC / PPS / PSDB",
"Vereador","PI","ANGICAL DO PIAUI","PDT","12789","MIGUEL WELLINTON SOARES NUNES","44","Suplente","0.889","PDT / PSL / PL / PMN / PTC / PSB / PV",
"Vereador","PI","ANGICAL DO PIAUI","PDT","12456","NILTON CESAR MOREIRA DA SILVA","41","Suplente","0.828","PDT / PSL / PL / PMN / PTC / PSB / PV",
"Vereador","PI","ANGICAL DO PIAUI","PT","13456","PAULO SERGIO DA SILVA BANDEIRA","92","Não eleito","1.859","PT / PSC / PPS / PSDB",
"Vereador","PI","ANGICAL DO PIAUI","PL","22666","PEDRO FERREIRA FILHO","31","Suplente","0.626","PDT / PSL / PL / PMN / PTC / PSB / PV",
"Vereador","PI","ANGICAL DO PIAUI","PRTB","28888","PEDRO FERREIRA SOARES NETO","67","Suplente","1.354","PP / PTB / PMDB / PTN / PCB / PFL / PRTB",
"Vereador","PI","ANGICAL DO PIAUI","PDT","12000","ROSA SOARES DE ARAÚJO NUNES","36","Suplente","0.727","PDT / PSL / PL / PMN / PTC / PSB / PV",
"Vereador","PI","ANGICAL DO PIAUI","PT","13123","SEBASTIÃO ALVES DA SILVA","1","Não eleito","0.020","PT / PSC / PPS / PSDB",
"Vereador","PI","ANGICAL DO PIAUI","PTB","14444","SEBASTIÃO BARBOSA DE SOUSA","241","Eleito","4.869","PP / PTB / PMDB / PTN / PCB / PFL / PRTB",
"Vereador","PI","ANISIO DE ABREU","PSDB","45690","ADEMAILTON FERREIRA DA SILVA","149","Suplente","3.204","PTB / PL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PSDB","45610","ANTONINO FERREIRA DOS SANTOS","69","Suplente","1.484","PTB / PL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PMDB","15789","CARLOS AUGUSTO ANTUNES DA SILVA","379","Eleito","8.151","PP / PDT / PMDB / PPS / PC do B",
"Vereador","PI","ANISIO DE ABREU","PT","13304","CRESIO JOSE DA COSTA","19","Suplente","0.409","(sem coligação)",
"Vereador","PI","ANISIO DE ABREU","PT","13456","DIDADO PINDAIBA DA SILVA","14","Suplente","0.301","(sem coligação)",
"Vereador","PI","ANISIO DE ABREU","PT","13111","EDINALDO HONORIO","233","Eleito","5.011","(sem coligação)",
"Vereador","PI","ANISIO DE ABREU","PDT","12344","EDSON PEREIRA DOS SANTOS","226","Suplente","4.860","PP / PDT / PMDB / PPS / PC do B",
"Vereador","PI","ANISIO DE ABREU","PDT","12222","ELIONALDO RIBEIRO DE MACEDO","253","Eleito","5.441","PP / PDT / PMDB / PPS / PC do B",
"Vereador","PI","BENEDITINOS","PSDB","45600","MARIA DE LOURDES OLIVEIRA PAZ","88","Suplente","1.375","PDT / PL / PPS / PMN / PV / PSDB",
"Vereador","PI","BENEDITINOS","PC do B","65412","MARIA DOS HUMILDES DE OLIVEIRA","11","Não eleito","0.172","PT / PC do B",
"Vereador","PI","BENEDITINOS","PP","11113","MARIA LÚCIA GUIMARÃES DA SILVA","33","Suplente","0.516","PP / PTB / PMDB",
"Vereador","PI","BENEDITINOS","PP","11609","MIGUEL PEREIRA DA SILVA","191","Eleito","2.985","PP / PTB / PMDB",
"Vereador","PI","BENEDITINOS","PSL","17890","MOISES DE OLIVEIRA SOUSA","29","Suplente","0.453","PSL / PFL / PSB",
"Vereador","PI","BENEDITINOS","PTB","14123","NANCYLANDYA DA CRUZ SILVA","41","Suplente","0.641","PP / PTB / PMDB",
"Vereador","PI","BENEDITINOS","PP","11615","PAULO PESSOA DE OLIVEIRA","119","Suplente","1.860","PP / PTB / PMDB",
"Vereador","PI","BENEDITINOS","PSDB","45678","PEDRO ARCANJO DE SOUSA","289","Eleito","4.517","PDT / PL / PPS / PMN / PV / PSDB",
"Vereador","PI","BENEDITINOS","PSDB","45666","QUINTINO BORGES PIMENTEL","172","Suplente","2.688","PDT / PL / PPS / PMN / PV / PSDB",
"Vereador","PI","BENEDITINOS","PSDB","45670","RAIMUNDO NONATO PEREIRA DE SOUSA","228","Eleito por Média","3.564","PDT / PL / PPS / PMN / PV / PSDB",
"Vereador","PI","BENEDITINOS","PFL","25780","RAUL PEREIRA BARBOSA","23","Suplente","0.359","PSL / PFL / PSB",
"Vereador","PI","BENEDITINOS","PP","11116","ROMEU SAMPAIO DE FIGUEREDO","118","Suplente","1.844","PP / PTB / PMDB",
"Vereador","PI","BENEDITINOS","PC do B","65000","VANDELEY MOREIRA DOS SANTOS JUNIOR","173","Não eleito","2.704","PT / PC do B",
"Vereador","PI","BENEDITINOS","PSDB","45632","WALDIMIR CAMPELO LAVOR","216","Suplente","3.376","PDT / PL / PPS / PMN / PV / PSDB",
"Vereador","PI","BERTOLINIA","PMDB","15123","ALCINDINO MARTINS DA ROCHA","81","Suplente","2.425","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PTB","14111","ANTONIO LUIZ RODRIGUES DE BRITO","72","Suplente","2.156","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PL","22211","CARLOS AURELIO RODRIQUES DA SILVA","68","Suplente","2.036","PT / PL",
"Vereador","PI","BERTOLINIA","PMDB","15151","CLEOPLINIO DIAS DA SILVA","49","Suplente","1.467","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PL","22123","DEUSDETE ALMEIDA DA FONSECA","179","Eleito","5.359","PT / PL",
"Vereador","PI","BERTOLINIA","PL","22234","EDINALVA MARIA DA CONCEIÇÃO","60","Suplente","1.796","PT / PL",
"Vereador","PI","BERTOLINIA","PTB","14555","ELENI DE BARROS FRANCO","22","Suplente","0.659","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PFL","25222","ERIVAN RIBEIRO DE ARAUJO","15","Suplente","0.449","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PFL","25888","ESTEVAM JOSÉ DA SILVA","81","Suplente","2.425","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PFL","25255","EVANDRO PEREIRA DA SILVA","46","Suplente","1.377","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PL","22111","FERNANDO MIRANDA","31","Suplente","0.928","PT / PL",
"Vereador","PI","BERTOLINIA","PFL","25606","FRANCISCO BISPO DE SOUSA","125","Suplente","3.743","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PFL","25678","GERSON PIRES DE MORAIS","163","Eleito","4.880","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PT","13456","GILVAN FEITOSA DOS SANTOS","168","Eleito por Média","5.030","PT / PL",
"Vereador","PI","BERTOLINIA","PFL","25555","JOÃO LUIS DE SOUSA FRANCO","160","Eleito","4.790","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PFL","25111","JOEL DA FONSECA CORREIA","232","Eleito","6.946","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PL","22222","JOSÉ CAVALCANTENETO","264","Eleito","7.904","PT / PL",
"Vereador","PI","BERTOLINIA","PMDB","15115","JOSIMAR RODRIGUES DA SILVA","135","Suplente","4.042","PTB / PMDB / PFL / PSDB",
"Vereador","PI","BERTOLINIA","PTB","14444","MARIA DAS DORES VIEIRA DO VALE","64","Suplente","1.916","PTB / PMDB / PFL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PDT","12345","ELVERTO LIMA LANDIM","210","Suplente","4.516","PP / PDT / PMDB / PPS / PC do B",
"Vereador","PI","ANISIO DE ABREU","PSDB","45611","GILDEMAR DE JESUS LUZ","92","Suplente","1.978","PTB / PL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PT","13123","ISAEL DE OLIVEIRA RIBEIRO NETO","129","Suplente","2.774","(sem coligação)",
"Vereador","PI","ANISIO DE ABREU","PDT","12312","ITELCIDIO FERREIRA DA COSTA","8","Suplente","0.172","PP / PDT / PMDB / PPS / PC do B",
"Vereador","PI","ANISIO DE ABREU","PSDB","45678","JODITE DIAS DE SOUZA","191","Eleito","4.108","PTB / PL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PT","13246","JOLIMA RIBEIRO  DE SANTANA","154","Suplente","3.312","(sem coligação)",
"Vereador","PI","ANISIO DE ABREU","PTB","14454","JOSE FERREIRA DE SOUSA","38","Suplente","0.817","PTB / PL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PC do B","65123","JOSE LEONICIO DOS SANTOS","73","Suplente","1.570","PP / PDT / PMDB / PPS / PC do B",
"Vereador","PI","ANISIO DE ABREU","PDT","12366","JULIMAR FERREIRA DOS SANTOS","259","Eleito","5.570","PP / PDT / PMDB / PPS / PC do B",
"Vereador","PI","ANISIO DE ABREU","PSDB","45645","LUIS FERREIRA LIMA","71","Suplente","1.527","PTB / PL / PSDB",
"Vereador","PI","ANISIO DE ABREU","PT","13333","MARCOS ALVES CARNEIRO","38","Suplente","0.817","(sem coligação)",
